gene;Column1;alleles_with_growth_0-0.062;alleles_with_growth_0.062-0.12;alleles_with_growth_0.12-0.25;alleles_with_growth_0.25-0.5;alleles_with_growth_0.5-2;alleles_with_growth_2-4;alleles_with_growth_4-8;alleles_with_growth_8-16;alleles_with_growth_16-inf;pvalue;FDR;MeanFC_DIU1;gene_name;defline;description;synonyms;predalgo_protein_localization;PFAM;Panther;KOG;KEGG_ec;KEGG_Orthology;Gene_Ontology_terms;best_arabidopsis_TAIR10_hit_name;best_arabidopsis_TAIR10_hit_symbol;best_arabidopsis_TAIR10_hit_defline
Cre09.g401441;CHLRE_09g401441v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g9991.t1,Cre02.g139112.t1.1,Cre02.g139112.t1.2;SP;-;-;-;-;-;-;-;-;-
Cre09.g401450;CHLRE_09g401450v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g9236.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g401478;CHLRE_09g401478v5;0;0;0;0;0;1;0;0;0;0.086434321978;NA;1;-;-;-;g9992.t1,Cre02.g139150.t1.1;M;PF03232;-;KOG4061;-;-;GO:0006744,GO:0055114;-;-;-
Cre09.g401500;CHLRE_09g401500v5;0;0;0;0;1;0;0;0;0;1;NA;0;BSD3;3-beta hydroxysteroid dehydrogenase/isomerase;3-beta-hydroxy-delta5-steroid dehydrogenase;g9235.t1,BSD3;O;PF01073;PTHR10366,PTHR10366:SF20;-;-;-;GO:0003854,GO:0006694;AT2G33630.1;-;NAD(P)-binding Rossmann-fold superfamily protein
Cre09.g401515;CHLRE_09g401515v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g9993.t1,Cre02.g139200.t1.1;C;-;-;-;-;-;-;AT1G15140.1;-;FAD/NAD(P)-binding oxidoreductase
Cre09.g401550;CHLRE_09g401550v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g9233.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g401551;CHLRE_09g401551v5;0;0;0;0;12;0;0;0;0;1;1;0;BHD1;-;-;g9234.t1,Cre09.g401500.t1.3,BHD1;C;-;-;-;-;-;-;-;-;-
Cre09.g401552;CHLRE_09g401552v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g9994.t1, g9994.t2;C;PF01753;PTHR13244;-;-;-;GO:0008270;AT4G24560.1;UBP16;ubiquitin-specific protease 16
Cre09.g401600;CHLRE_09g401600v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g9232.t1,Cre09.g401600.t1.1;O;PF01918;-;-;-;-;GO:0003676;AT2G34160.1;-;Alba DNA/RNA-binding protein
Cre09.g401626;CHLRE_09g401626v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g9996.t1,Cre02.g139400.t1.1;M;PF01753;PTHR13244;-;-;-;GO:0008270;AT4G24560.1;UBP16;ubiquitin-specific protease 16
Cre09.g401650;CHLRE_09g401650v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g9231.t1,Cre09.g401650.t1.1;O;-;-;-;-;-;-;-;-;-
Cre09.g401663;CHLRE_09g401663v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g9997.t1,Cre02.g139450.t1.1,Cre02.g139450.t1.2;C;PF06102;PTHR21738;KOG3190;-;-;-;AT1G12650.1;-;-
Cre09.g401700;CHLRE_09g401700v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g9230.t1,Cre09.g401700.t1.1;O;PF00515;PTHR16193;-;-;-;GO:0005515;AT5G17270.1;-;Protein prenylyltransferase superfamily protein
Cre09.g401701;CHLRE_09g401701v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g9998.t1,Cre02.g139500.t1.1,Cre02.g139500.t1.2;M;PF06966;PTHR21257,PTHR21257:SF7;-;-;-;-;AT1G18180.1;-;Protein of unknown function (DUF1295)
Cre09.g401738;CHLRE_09g401738v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g9999.t1,Cre02.g139550.t1.1,Cre02.g139550.t1.2;O;-;PTHR17901:SF6,PTHR17901;KOG4549;-;-;-;AT2G14110.1;-;Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Cre09.g401750;CHLRE_09g401750v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g9229.t1;C;PF02668;PTHR10696;-;-;-;GO:0016491,GO:0055114;-;-;-
Cre09.g401800;CHLRE_09g401800v5;0;0;0;0;2;1;0;0;0;0.237530356347;1;1;-;-;-;g9228.t1;C;PF00069;PTHR23257,PTHR23257:SF99;-;-;-;GO:0004672,GO:0005524,GO:0006468;AT1G51850.1;-;Leucine-rich repeat protein kinase family protein
Cre09.g401812;CHLRE_09g401812v5;0;0;0;0;7;0;0;0;0;1;1;0;-;-;-;g10001.t1,Cre02.g139600.t1.1, g10001.t2,Cre02.g139600.t2.1;O;PF00580;PTHR10887;-;-;-;GO:0003677,GO:0004003,GO:0005524,GO:0006281;AT1G65810.1;-;P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cre09.g401849;CHLRE_09g401849v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10002.t1,Cre02.g139638.t1.1,Cre02.g139638.t1.2;O;PF01753;PTHR13244;-;-;-;GO:0008270;AT1G17110.2;UBP15;ubiquitin-specific protease 15
Cre09.g401850;CHLRE_09g401850v5;0;0;0;0;10;1;0;0;0;0.630004213219;1;1;-;-;-;g9227.t1;M;PF00069;PTHR23257,PTHR23257:SF99;-;-;-;GO:0004672,GO:0005524,GO:0006468;AT2G23200.1;-;Protein kinase superfamily protein
Cre09.g401886;CHLRE_09g401886v5;0;0;0;0;2;0;0;0;0;1;1;0;-;L-ascorbate peroxidase, heme-containing;L-ascorbate peroxidase, heme-containing.  Previously annotated as CCPR1 for cytochrome c peroxidase;g10003.t1,Cre02.g139650.t1.1,Cre02.g139650.t1.2;M;PF00141;-;-;1.11.1.5;K00428;GO:0004601,GO:0006979,GO:0020037,GO:0055114;AT4G35000.1;APX3;ascorbate peroxidase 3
Cre09.g401900;CHLRE_09g401900v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g9226.t1,Cre09.g401900.t1.1;SP;-;-;-;-;-;-;-;-;-
Cre09.g401923;CHLRE_09g401923v5;0;0;0;1;3;0;0;0;0;0.110515444773;1;-1;-;-;-;g10004.t1,Cre02.g139700.t1.1,Cre02.g139700.t1.2;O;-;-;-;-;-;-;-;-;-
Cre09.g401950;CHLRE_09g401950v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g9225.t1;C;PF00027;-;-;-;-;-;-;-;-
Cre09.g401960;CHLRE_09g401960v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g10005.t1,Cre02.g139750.t1.1;O;PF00685;PTHR11783:SF15,PTHR11783;KOG1584;-;-;GO:0008146;AT2G03770.1;-;P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cre09.g401997;CHLRE_09g401997v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10006.t1;SP;PF03446;PTHR22981;KOG0409;-;-;GO:0016491,GO:0004616,GO:0006098,GO:0055114;AT1G17650.1;GLYR2,GR2;glyoxylate reductase 2
Cre09.g402034;CHLRE_09g402034v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10007.t1;M;PF05237,PF00899,PF00581;PTHR10953:SF79,PTHR10953;KOG2017;-;K11996;GO:0003824;AT5G55130.1;CNX5,SIR1;co-factor for nitrate, reductase and xanthine dehydrogenase 5
Cre09.g402050;CHLRE_09g402050v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g9223.t1;M;-;-;-;-;-;-;-;-;-
Cre09.g402051;CHLRE_09g402051v5;0;0;0;0;4;0;0;0;0;1;1;0;CLV4;-;-;g9224.t1,CLV4;O;PF00654;PTHR11689;KOG0474;-;-;GO:0005247,GO:0006821,GO:0016020,GO:0055085;AT3G27170.1;ATCLC-B,CLC-B;chloride channel B
Cre09.g402071;CHLRE_09g402071v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10008.t1;SP;-;-;-;-;-;-;-;-;-
Cre09.g402108;CHLRE_09g402108v5;0;0;0;0;6;1;0;0;0;0.468869732722;1;1;-;-;-;g10009.t1;SP;PF12166;PTHR13167:SF30,PTHR13167;-;-;-;-;AT2G48060.1;-;-
Cre09.g402145;CHLRE_09g402145v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10010.t1,Cre02.g139850.t1.1,Cre02.g139850.t1.2;SP;-;-;-;-;-;-;-;-;-
Cre09.g402150;CHLRE_09g402150v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g9221.t1;O;PF01872;PTHR11079:SF17,PTHR11079;-;-;-;GO:0008703,GO:0009231;-;-;-
Cre09.g402182;CHLRE_09g402182v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10011.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g402200;CHLRE_09g402200v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g9220.t1;C;-;-;-;-;-;-;-;-;-
Cre09.g402219;CHLRE_09g402219v5;0;0;0;0;4;1;0;0;0;0.363630070175;1;1;LCI3;Low-CO2-inducible protein;Regulated by CCM1 [PMID: 15235119]. Acclimation to changing CO2 concentrations and light intensities was studied by Yamano et al. 2008 [PMID: 18322145].;g10012.t2,Cre02.g139950.t2.1,LCI3, g10012.t1,Cre02.g139950.t1.1,Cre02.g139950.t1.2,LCI3;C;-;-;-;-;-;-;-;-;-
Cre09.g402256;CHLRE_09g402256v5;0;0;0;0;14;0;0;0;0;1;1;0;-;-;-;g10013.t2, g10013.t1;O;PF01433;PTHR11533;-;-;-;GO:0006508,GO:0008237,GO:0008270;AT4G33090.1;APM1,ATAPM1;aminopeptidase M1
Cre09.g402330;CHLRE_09g402330v5;0;0;0;0;10;0;0;0;0;1;1;0;-;-;-;g10015.t1,Cre02.g140050.t1.1;O;PF00069;PTHR11795:SF315,PTHR11795;-;-;-;GO:0004672,GO:0005524,GO:0006468;AT1G18160.1;-;Protein kinase superfamily protein
Cre09.g402350;CHLRE_09g402350v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g9216.t1,Cre09.g402350.t1.1;O;PF00498;-;-;-;-;GO:0005515;AT4G14490.1;-;SMAD/FHA domain-containing protein
Cre09.g402367;CHLRE_09g402367v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10016.t1,Cre02.g140100.t1.1,Cre02.g140100.t1.2;O;-;-;KOG1769;-;-;-;-;-;-
Cre09.g402400;CHLRE_09g402400v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g9214.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g402402;CHLRE_09g402402v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g9215.t1;SP;-;-;-;-;-;-;-;-;-
Cre09.g402404;CHLRE_09g402404v5;0;0;0;0;1;1;0;0;0;0.165395681249;1;1;-;-;-;g10017.t1,Cre02.g140150.t1.1,Cre02.g140150.t1.2;O;-;-;-;-;-;-;-;-;-
Cre09.g402441;CHLRE_09g402441v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10018.t1,Cre02.g140200.t1.1;O;-;-;-;-;-;-;-;-;-
Cre09.g402478;CHLRE_09g402478v5;0;0;0;0;6;0;0;0;0;1;1;0;-;-;-;g10019.t1,Cre02.g140250.t1.1;O;PF00069,PF07714;PTHR23257;-;-;-;GO:0004672,GO:0005524,GO:0006468;AT4G35780.1;-;ACT-like protein tyrosine kinase family protein
Cre09.g402500;CHLRE_09g402500v5;0;0;0;0;1;0;0;0;0;1;NA;0;ATPVA2,ATPvA2;Vacuolar ATP synthase subunit A;"Vacuolar proton pump subunit 1; Vacuolar H+-ATPase V0 sector, subunit A";g9212.t1,Cre09.g402500.t1.1,ATPVA2,ATPvA2;O;PF01496;PTHR11629,PTHR11629:SF11;KOG2189;3.6.3.14;K02154;GO:0015078,GO:0015991,GO:0033177;AT2G21410.1;VHA-A2;vacuolar proton ATPase A2
Cre09.g402515;CHLRE_09g402515v5;0;0;0;0;12;0;0;0;0;1;1;0;AMX1;Copper amine oxidase;Contains PTS1 canonical sequence;g10020.t1,Cre02.g140300.t1.1,AMX1;O;PF01179,PF02728,PF02727;PTHR10638,PTHR10638:SF12;KOG1186;1.4.3.21;K00276;GO:0005507,GO:0008131,GO:0009308,GO:0048038,GO:0055114;AT2G42490.1;-;Copper amine oxidase family protein
Cre09.g402589;CHLRE_09g402589v5;0;0;0;1;7;1;0;0;0;0.111157098677;1;0;-;-;-;g10022.t1,Cre02.g140400.t1.1;SP;PF00211;PTHR11795:SF296,PTHR11795;-;-;-;GO:0009190,GO:0016849,GO:0035556;-;-;-
Cre09.g402600;CHLRE_09g402600v5;0;0;0;0;1;1;0;0;0;0.165395681249;1;1;-;-;-;g9209.t1;SP;-;-;-;-;-;-;-;-;-
Cre09.g402601;CHLRE_09g402601v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g9210.t1,Cre09.g402550.t1.3;M;-;-;-;-;-;-;-;-;-
Cre09.g402602;CHLRE_09g402602v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g9211.t1;M;-;-;-;-;-;-;-;-;-
Cre09.g402700;CHLRE_09g402700v5;0;0;0;0;4;1;0;0;0;0.363630070175;1;1;-;-;-;g9207.t1,Cre09.g402700.t1.1;M;PF00999;PTHR10110:SF20,PTHR10110;-;-;-;GO:0006812,GO:0015299,GO:0016021,GO:0055085;AT3G06370.1;ATNHX4,NHX4;sodium hydrogen exchanger 4
Cre09.g402738;CHLRE_09g402738v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10026.t1,Cre02.g140650.t1.1;SP;PF00211;PTHR13620;-;-;-;GO:0009190,GO:0016849,GO:0035556;-;-;-
Cre09.g402750;CHLRE_09g402750v5;0;0;0;0;1;0;0;0;0;1;NA;0;COG2;Component of oligomeric golgi complex;Conserved Hypothetical Protein. Similar to COG2, component of oligomeric golgi complex 2, involved in vesicle tethering and other Golgi functions;g9206.t1,Cre09.g402750.t1.1,COG2;O;PF12022,PF06148;PTHR12961;KOG2307;-;-;GO:0007030,GO:0015031,GO:0016020;AT4G24840.1;-;-
Cre09.g402775;CHLRE_09g402775v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g10027.t1,Cre02.g140700.t1.1,Cre02.g140700.t1.2;O;PF02656,PF03105,PF09359;PTHR10783,PTHR10783:SF20;KOG1161;-;-;-;AT4G22990.2;-;Major Facilitator Superfamily with SPX (SYG1/Pho81/XPR1) domain-containing protein
Cre09.g402800;CHLRE_09g402800v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g9205.t1;M;-;-;-;-;-;-;-;-;-
Cre09.g402812;CHLRE_09g402812v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10028.t1,Cre02.g140750.t1.1,Cre02.g140750.t1.2;O;-;PTHR10783;-;-;-;-;-;-;-
Cre09.g402849;CHLRE_09g402849v5;0;0;0;0;3;1;0;0;0;0.30342871864;1;1;-;-;-;g10029.t1,Cre02.g140800.t1.1,Cre02.g140800.t1.2;C;-;-;-;-;-;-;-;-;-
Cre09.g402886;CHLRE_09g402886v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10030.t1,Cre02.g120400.t1.1,Cre02.g120400.t1.2;O;-;-;-;-;-;-;-;-;-
Cre09.g402900;CHLRE_09g402900v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g9204.t1;M;-;-;-;-;-;-;-;-;-
Cre09.g402923;CHLRE_09g402923v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10031.t1,Cre02.g120450.t1.1;SP;-;-;-;-;-;-;-;-;-
Cre09.g402950;CHLRE_09g402950v5;0;0;0;0;2;0;0;0;0;1;1;0;CGL21;Predicted protein;Conserved protein of unknown function;g9203.t1;C;-;-;-;-;-;-;AT5G08540.1;-;-
Cre09.g403000;CHLRE_09g403000v5;0;0;0;0;5;0;0;0;0;1;1;0;PAP9;Non-canonical poly(A) polymerase, hypothetical protein;Putative non-canonical Poly(A) polymerase (PAP), COG5260, TRF4, DNA polymerase sigma;g9202.t1,PAP9;SP;PF03828,PF01909;PTHR23092;KOG1906;-;-;GO:0016779;AT5G53770.1;-;Nucleotidyltransferase family protein
Cre09.g403050;CHLRE_09g403050v5;0;0;0;0;4;0;0;0;0;1;1;0;DSP6;Dual-specificity protein phosphatase;"Dual-specificity protein phosphatase; probably chloroplast targeted";g9201.t1,DSP6;C;PF00782;PTHR10159;-;-;-;GO:0006470,GO:0008138;AT3G10940.1;-;dual specificity protein phosphatase (DsPTP1) family protein
Cre09.g403071;CHLRE_09g403071v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10035.t1,Cre02.g120600.t1.1;C;-;-;-;-;-;-;-;-;-
Cre09.g403108;CHLRE_09g403108v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g10036.t1,Cre02.g120650.t1.1;M;PF03133;PTHR12241,PTHR12241:SF25;KOG2156;-;-;GO:0004835,GO:0006464;AT1G77550.1;-;"tubulin-tyrosine ligases;tubulin-tyrosine ligases"
Cre09.g403145;CHLRE_09g403145v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10038.t1,Cre02.g120750.t1.1;O;-;-;-;-;-;-;-;-;-
Cre09.g403182;CHLRE_09g403182v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g10039.t1;O;-;PTHR10145;KOG1856;-;K11292;-;AT1G65440.1;GTB1;global transcription factor group B1
Cre09.g403200;CHLRE_09g403200v5;0;0;0;0;3;0;0;0;0;1;1;0;FAP198;Flagellar Associated Protein;"Conserved uncharacterized Flagellar Associated Protein; cytochrome b5-like domain in the N terminal part of the protein; found in the flagellar proteome [PMID: 15998802]; identified in the flagellar basal body proteome [PMID: 15137946]; upregulated by def";g9198.t1,Cre09.g403200.t1.1, g9198.t2;O;PF00173;PTHR21281;KOG0537;-;-;GO:0020037;AT2G46210.1;-;Fatty acid/sphingolipid desaturase
Cre09.g403250;CHLRE_09g403250v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g9197.t1;O;PF00069;PTHR24349:SF127,PTHR24349;KOG0032;-;-;GO:0004672,GO:0005524,GO:0006468;AT2G45490.1;AtAUR3,AUR3;ataurora3
Cre09.g403293;CHLRE_09g403293v5;0;0;0;0;2;0;0;0;0;1;1;0;FCL1;5-Formyltetrahydrofolate cycloligase;Putative 5-Formyltetrahydrofolate cycloligase (5,10-methenytetrahydrofolate synthetase), probably mitochondrial protein, metabolism of tetrahydrofolate-bound one-carbon units.  Possibly mitochondrial;g10042.t1,Cre02.g120950.t1.1,Cre02.g120950.t1.2,FCL1;O;PF01812;PTHR23407:SF1,PTHR23407;KOG3093;-;-;GO:0005524,GO:0009396,GO:0030272;AT5G13050.1;5-FCL;5-formyltetrahydrofolate cycloligase
Cre09.g403300;CHLRE_09g403300v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g9196.t1,Cre09.g403300.t1.1;O;PF03849;PTHR13152;KOG3471;-;K03144;GO:0003702,GO:0005634,GO:0006281,GO:0006355;AT4G17020.1;-;transcription factor-related
Cre09.g403330;CHLRE_09g403330v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g10044.t1;-;-;-;-;-;-;-;-;-;-
Cre09.g403441;CHLRE_09g403441v5;0;0;0;0;0;1;0;0;0;0.086434321978;NA;1;-;-;-;g10047.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g403450;CHLRE_09g403450v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g9193.t1,Cre09.g403450.t1.1;M;PF00023;-;-;-;-;GO:0005515;AT5G07270.1;XBAT33;XB3 ortholog 3 in Arabidopsis thaliana
Cre09.g403500;CHLRE_09g403500v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g9192.t1,Cre09.g403500.t1.1;M;PF00023;-;-;-;-;GO:0005515;AT2G28840.1;XBAT31;XB3 ortholog 1 in Arabidopsis thaliana
Cre09.g403600;CHLRE_09g403600v5;0;0;0;0;5;1;0;0;0;0.418627062421;1;1;-;-;-;g9190.t1;O;-;-;-;-;-;-;-;-;-
Cre09.g403650;CHLRE_09g403650v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g9189.t1;C;PF00069;PTHR24349:SF127,PTHR24349;KOG0032;-;-;GO:0004672,GO:0005524,GO:0006468;AT2G45490.1;AtAUR3,AUR3;ataurora3
Cre09.g403750;CHLRE_09g403750v5;0;0;0;0;7;0;0;0;0;1;1;0;HAD6;-;-;g9186.t1,HAD6;M;PF00702;PTHR12725:SF5,PTHR12725;KOG3085;-;-;GO:0003824,GO:0008152;AT2G41250.1;-;Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Cre09.g403800;CHLRE_09g403800v5;0;0;0;0;11;0;0;0;0;1;1;0;DYHB,ROC30,ROC54,ODA4;Flagellar outer arm dynein heavy chain beta, involved in circadian rhythms;Flagellar outer arm dynein heavy chain beta.  An ATPase/microtubule motor.  Matsuo et al.\'s (2008) roc30 and roc54 (rhythm of chloroplast) circadian rhythm mutant loci map here.  Previously annotated as ODA4;g9185.t1,Cre09.g403800.t1.1,DYHB,ODA4,ROC30,ROC54;O;PF08385,PF08393,PF07728,PF03028;PTHR10676,PTHR10676:SF36;KOG3595;-;-;GO:0005524,GO:0016887,GO:0003777,GO:0007018,GO:0030286;-;-;-
Cre09.g403900;CHLRE_09g403900v5;0;0;0;0;2;0;0;0;0;1;1;0;FAP294;Flagellar Associated Protein;"Flagellar Associated Coiled-Coil Protein, found in the flagellar proteome [PMID: 15998802]; transcript upregulated during flagellar regeneration [PMID: 15738400]";g9183.t1,Cre09.g403900.t1.1;O;-;-;-;-;-;-;-;-;-
Cre09.g403950;CHLRE_09g403950v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g9180.t1,Cre09.g403950.t1.1;SP;PF00069;PTHR24349:SF127,PTHR24349;-;-;-;GO:0004672,GO:0005524,GO:0006468;AT5G47750.1;D6PKL2,PK5;D6 protein kinase like 2
Cre09.g404000;CHLRE_09g404000v5;0;0;0;0;2;0;0;0;0;1;1;0;CPLD59;-;-;g9179.t1;C;PF00805;-;-;-;-;-;AT5G53490.3;-;Tetratricopeptide repeat (TPR)-like superfamily protein
Cre09.g404050;CHLRE_09g404050v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g9178.t1;SP;PF00069;PTHR23257:SF298,PTHR23257;KOG0192;-;-;GO:0004672,GO:0005524,GO:0006468;AT1G18160.1;-;Protein kinase superfamily protein
Cre09.g404100;CHLRE_09g404100v5;0;0;0;1;1;1;0;0;0;0.0149501344546;1;0;CLV3;-;-;g9177.t1,Cre09.g404100.t1.1,CLV3;O;PF00571,PF00654;PTHR11689:SF45,PTHR11689;KOG0474;-;-;GO:0005515,GO:0005247,GO:0006821,GO:0016020,GO:0055085;AT5G26240.1;ATCLC-D,CLC-D;chloride channel D
Cre09.g404201;CHLRE_09g404201v5;0;0;0;0;2;0;0;0;0;1;1;0;PHC24,PHC10;-;-;g9176.t1,PHC10,PHC24;SP;PF12499;-;-;-;-;-;-;-;-
Cre09.g404250;CHLRE_09g404250v5;0;0;0;0;7;0;0;0;0;1;1;0;CEP9;-;-;g9174.t1,CEP9;SP;PF07645,PF00112,PF01476;PTHR12411:SF147,PTHR12411;KOG1543;-;-;GO:0006508,GO:0008234,GO:0016998;AT3G48350.1;-;Cysteine proteinases superfamily protein
Cre09.g404350;CHLRE_09g404350v5;0;0;0;0;4;0;0;0;0;1;1;0;XPO4;-;-;g9172.t1,Cre09.g404350.t1.1,XPO4;SP;-;PTHR12596;-;-;-;-;AT3G04490.1;-;-
Cre09.g404351;CHLRE_09g404351v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g9173.t1,Cre09.g404300.t1.3;O;PF00856;PTHR12197:SF80,PTHR12197;-;-;-;GO:0005515;-;-;-
Cre09.g404450;CHLRE_09g404450v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g9170.t1;O;PF00153;PTHR24089,PTHR24089:SF87;KOG0752;-;-;-;AT5G64970.1;-;Mitochondrial substrate carrier family protein
Cre09.g404500;CHLRE_09g404500v5;0;0;0;0;3;0;0;0;0;1;1;0;SFI1;Spindle pole body protein;Related to yeast spindle pole body protein SFI1. Contains at least 19 recognizable SFI repeat sequences, which in the yeast protein act as centrin-binding sequences.;g9168.t1,SFI1;O;-;-;-;-;-;-;-;-;-
Cre09.g404503;CHLRE_09g404503v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g9169.t1, g9169.t2;SP;-;PTHR10178;-;-;-;-;-;-;-
Cre09.g404550;CHLRE_09g404550v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g9166.t1,Cre09.g404550.t1.1;SP;PF02816;PTHR14187,PTHR14187:SF3;-;-;-;GO:0004674,GO:0005524,GO:0006468;-;-;-
Cre09.g404650;CHLRE_09g404650v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g9164.t1,Cre09.g404650.t1.1;M;PF08700;PTHR15954;KOG2346;-;-;-;AT4G02030.1;-;Vps51/Vps67 family (components of vesicular transport) protein
Cre09.g404750;CHLRE_09g404750v5;0;0;0;0;1;0;0;0;0;1;NA;0;SRR2;Scavenger receptor cysteine rich (SRCR) protein;"Scavenger receptor cysteine-rich protein; contains ligand-binding SRCR domain found in speract/scavenger receptor (PMID: 14995912);speract/scavenger receptor cysteine-rich (SRCR) family protein, transmembrane glycoprotein";g9162.t1,SRR2;O;PF00530;PTHR19331;-;-;-;GO:0005044,GO:0016020;-;-;-
Cre09.g404800;CHLRE_09g404800v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g9161.t1;SP;-;-;-;-;-;-;-;-;-
Cre09.g404900;CHLRE_09g404900v5;0;0;0;1;1;0;0;0;0;0.0498251317335;1;-1;-;-;-;g9157.t1;SP;-;-;-;-;-;-;-;-;-
Cre09.g405000;CHLRE_09g405000v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g9153.t1,Cre09.g405000.t1.1;C;-;-;-;-;-;-;-;-;-
Cre09.g405050;CHLRE_09g405050v5;0;0;0;0;1;0;0;0;0;1;NA;0;ATPVD2,ATPvD2;Vacuolar ATP synthase subunit D;"V-ATPase D subunit; Vacuolar proton pump D subunit; Vacuolar H+-ATPase V1 sector, subunit D";g9152.t1,Cre09.g405050.t1.1,ATPVD2,ATPvD2;C;PF01813;PTHR11671;KOG1647;3.6.3.14;K02149;GO:0015991,GO:0033178,GO:0042626,GO:0046961;AT3G58730.1;-;vacuolar ATP synthase subunit D (VATD) / V-ATPase D subunit / vacuolar proton pump D subunit (VATPD)
Cre09.g405100;CHLRE_09g405100v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g9148.t1, g9148.t2;O;-;-;-;-;-;-;-;-;-
Cre09.g405150;CHLRE_09g405150v5;0;0;0;0;4;1;0;0;0;0.363630070175;1;1;PUS1;tRNA-pseudouridine synthase;RNA pseudouridine synthase-like protein, putative precursor form possibly targeted to the mitochondria.;g10048.t1,PUS1;C;PF01416;PTHR11142;KOG4393;-;-;GO:0001522,GO:0003723,GO:0009451,GO:0009982;AT3G06950.1;-;Pseudouridine synthase family protein
